captured: macos macOS 26.6.2 arm64 · bare-metal · 2026-09-07 · euid 501 (jsmith) · leg-hash dd4cae6837a4
== action=list
subject|issuer|thumbprint|not_before|not_after|serial|store|key_usage
C=GR, O=Hellenic Academic and Research Institutions CA, CN=HARICA Client ECC Root CA 2021|C=GR, O=Hellenic Academic and Research Institutions CA, CN=HARICA Client ECC Root CA 2021|BE64D3DA144BD26BCDAF8FDBA6A672F8DE26F900|2021-02-19|2045-02-13|3168D9D8E162571ED2194488E6107DF0|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=Apple Inc., CN=Apple Platform Multipurpose ECC Root CA - G1|C=US, O=Apple Inc., CN=Apple Platform Multipurpose ECC Root CA - G1|5207452EFB088D1DB99C9C24A293963AACA06C58|2024-12-13|2049-12-08|76A76F50D18908E178EA8564179CBCDF|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=DE, O=D-Trust GmbH, CN=D-TRUST Root CA 3 2013|C=DE, O=D-Trust GmbH, CN=D-TRUST Root CA 3 2013|6C7CCCE7D4AE515F9908CD3FF6E8C378DF6FEF97|2013-09-20|2028-09-20|0FDDAC|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=Entrust, Inc., OU=See www.entrust.net/legal-terms, OU=(c) 2015 Entrust, Inc. - for authorized use only, CN=Entrust Root Certification Authority - G4|C=US, O=Entrust, Inc., OU=See www.entrust.net/legal-terms, OU=(c) 2015 Entrust, Inc. - for authorized use only, CN=Entrust Root Certification Authority - G4|14884E862637B026AF59625C4077EC3529BA9601|2015-05-27|2037-12-27|D9B5437FAFA9390F000000005565AD58|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=DE, O=Atos, CN=Atos TrustedRoot Root CA ECC G2 2020|C=DE, O=Atos, CN=Atos TrustedRoot Root CA ECC G2 2020|612556DA6294E5AEB33CF811BDB1DCF8A5D8B3E4|2020-12-15|2040-12-10|0B7328111874301CEF6F0884|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=RO, O=CERTSIGN SA, OU=certSIGN ROOT CA G2|C=RO, O=CERTSIGN SA, OU=certSIGN ROOT CA G2|26F993B4ED3D2827B0B94BA7E9151DA38D92E532|2017-02-06|2042-02-06|110034B64EC6362D36|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=Apple Inc., CN=Apple Platform Bootstrap ECC Root CA - G1|C=US, O=Apple Inc., CN=Apple Platform Bootstrap ECC Root CA - G1|5C27A451BD37843CAA5BF537606BBE5214D0774B|2024-12-13|2054-12-09|2E1530A50431087EF0EFCB0A3E2FE042|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
not_available|login keychain read failed
[result_status] CONSTRAINED / PARTIAL / login-keychain

== action=details thumbprint=0C24DA5DE02640D8924F5C7BCB7D5F734815228D
subject|issuer|thumbprint|not_before|not_after|serial|store|key_usage
CN=com.apple.systemdefault, O=System Identity|CN=com.apple.systemdefault, O=System Identity|0C24DA5DE02640D8924F5C7BCB7D5F734815228D|2026-07-18|2046-07-13|076C11D1|System.keychain|Digital Signature, Key Encipherment, Data Encipherment
[result_status] UNDECLARED / UNKNOWN / 

== action=delete
error|thumbprint parameter required
[result_status] UNDECLARED / UNKNOWN / 
[rc] 1

