captured: linux Debian GNU/Linux 13 (trixie) aarch64 · container · 2026-09-06 · euid 0 · leg-hash dd4cae6837a4
== action=list
subject|issuer|thumbprint|not_before|not_after|serial|store|key_usage
C=HU, L=Budapest, O=Microsec Ltd., CN=Microsec e-Szigno Root CA 2009, emailAddress=info@e-szigno.hu|C=HU, L=Budapest, O=Microsec Ltd., CN=Microsec e-Szigno Root CA 2009, emailAddress=info@e-szigno.hu|89DF74FE5CF40F4A80F9E3377D54DA91E101318E|2009-06-16|2029-12-30|C27E43044E473F19|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, O=Certainly, CN=Certainly Root E1|C=US, O=Certainly, CN=Certainly Root E1|F9E16DDC0189CFD58245633EC5377DC2EB936F2B|2021-04-01|2046-04-01|062533B1470333275CF98D9AB9BFCCF8|/etc/ssl/certs|Certificate Sign, CRL Sign
C=CH, O=WISeKey, OU=OISTE Foundation Endorsed, CN=OISTE WISeKey Global Root GC CA|C=CH, O=WISeKey, OU=OISTE Foundation Endorsed, CN=OISTE WISeKey Global Root GC CA|E011845E34DEBE8881B99CF61626D1961FC3B931|2017-05-09|2042-05-09|212A560CAEDA0CAB4045BF2BA22D3AEA|/etc/ssl/certs|Certificate Sign, CRL Sign
C=NO, O=Buypass AS-983163327, CN=Buypass Class 2 Root CA|C=NO, O=Buypass AS-983163327, CN=Buypass Class 2 Root CA|490A7574DE870A47FE58EEF6C76BEBC60B124099|2010-10-26|2040-10-26|02|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, O=Entrust, Inc., OU=See www.entrust.net/legal-terms, OU=(c) 2009 Entrust, Inc. - for authorized use only, CN=Entrust Root Certification Authority - G2|C=US, O=Entrust, Inc., OU=See www.entrust.net/legal-terms, OU=(c) 2009 Entrust, Inc. - for authorized use only, CN=Entrust Root Certification Authority - G2|8CF427FD790C3AD166068DE81E57EFBB932272D4|2009-07-07|2030-12-07|4A538C28|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root G3|C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root G3|7E04DE896A3E666D00E687D33FFAD93BE83D349E|2013-08-01|2038-01-15|055556BCF25EA43535C3A40FD5AB4572|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=PL, O=Unizeto Technologies S.A., OU=Certum Certification Authority, CN=Certum Trusted Network CA|C=PL, O=Unizeto Technologies S.A., OU=Certum Certification Authority, CN=Certum Trusted Network CA|07E032E020B72C3F192F0628A2593A19A70F069E|2008-10-22|2029-12-31|0444C0|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com EV Root Certification Authority RSA R2|C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com EV Root Certification Authority RSA R2|743AF0529BD032A0F44A83CDD4BAA97B7C2EC49A|2017-05-31|2042-05-30|56B629CD34BC78F6|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Assured ID Root CA|C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Assured ID Root CA|0563B8630D62D75ABBC8AB1E4BDFB5A899B24D43|2006-11-10|2031-11-10|0CE7E0E517D846FE8FE560FC1BF03039|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=PL, O=Unizeto Technologies S.A., OU=Certum Certification Authority, CN=Certum Trusted Network CA 2|C=PL, O=Unizeto Technologies S.A., OU=Certum Certification Authority, CN=Certum Trusted Network CA 2|D3DD483E2BBF4C05E8AF10F5FA7626CFD3DC3092|2011-10-06|2046-10-06|21D6D04A4F250FC93237FCAA5E128DE9|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Trusted Root G4|C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Trusted Root G4|DDFB16CD4931C973A2037D3FC83A4D7D775D05E4|2013-08-01|2038-01-15|059B1B579E8E2132E23907BDA777755C|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=ES, O=FNMT-RCM, OU=Ceres, organizationIdentifier=VATES-Q2826004J, CN=AC RAIZ FNMT-RCM SERVIDORES SEGUROS|C=ES, O=FNMT-RCM, OU=Ceres, organizationIdentifier=VATES-Q2826004J, CN=AC RAIZ FNMT-RCM SERVIDORES SEGUROS|62FFD99EC0650D03CE7593D2ED3F2D32C9E3E54A|2018-12-20|2043-12-20|62F6326CE5C4E3685C1B62DD9C2E9D95|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, O=AffirmTrust, CN=AffirmTrust Networking|C=US, O=AffirmTrust, CN=AffirmTrust Networking|293621028B20ED02F566C532D1D6ED909F45002F|2010-01-29|2030-12-31|7C4F04391CD4992D|/etc/ssl/certs|Certificate Sign, CRL Sign
C=DE, O=D-Trust GmbH, CN=D-TRUST BR Root CA 2 2023|C=DE, O=D-Trust GmbH, CN=D-TRUST BR Root CA 2 2023|2DB070EE7194AF696817DB79CE589FA06B96F787|2023-05-09|2038-05-09|733B3004485BD94D782E734BC9A1DC66|/etc/ssl/certs|Certificate Sign, CRL Sign
C=CH, O=SwissSign AG, CN=SwissSign Gold CA - G2|C=CH, O=SwissSign AG, CN=SwissSign Gold CA - G2|D8C5388AB7301B1B6ED47AE645253A6F9F1A2761|2006-10-25|2036-10-25|BB401C43F55E4FB0|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, ST=Arizona, L=Scottsdale, O=Starfield Technologies, Inc., CN=Starfield Services Root Certificate Authority - G2|C=US, ST=Arizona, L=Scottsdale, O=Starfield Technologies, Inc., CN=Starfield Services Root Certificate Authority - G2|925A8F8D2C6D04E0665F596AFF22D863E8256F3F|2009-09-01|2037-12-31|00|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, O=IdenTrust, CN=IdenTrust Public Sector Root CA 1|C=US, O=IdenTrust, CN=IdenTrust Public Sector Root CA 1|BA29416077983FF4F3EFF231053B2EEA6D4D45FD|2014-01-16|2034-01-16|0A0142800000014523CF467C00000002|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, OU=emSign PKI, O=eMudhra Inc, CN=emSign ECC Root CA - C3|C=US, OU=emSign PKI, O=eMudhra Inc, CN=emSign ECC Root CA - C3|B6AF43C29B81537DF6EF6BC31F1F60150CEE4866|2018-02-18|2043-02-18|7B71B68256B8127C9CA8|/etc/ssl/certs|Certificate Sign, CRL Sign
C=TW, O=Chunghwa Telecom Co., Ltd., CN=HiPKI Root CA - G1|C=TW, O=Chunghwa Telecom Co., Ltd., CN=HiPKI Root CA - G1|6A92E4A8EE1BEC964537E3295749CD96E3E5D260|2019-02-22|2037-12-31|2DDDACCE629794A143E8B0CD766A5E60|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=CN, O=UniTrust, CN=UCA Extended Validation Root|C=CN, O=UniTrust, CN=UCA Extended Validation Root|A3A1B06F2461234AE336A5C237FCA6FFDDF0D73A|2015-03-13|2038-12-31|4FD22B8FF564C8339E4F345866237060|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=DE, O=D-Trust GmbH, CN=D-TRUST Root Class 3 CA 2 EV 2009|C=DE, O=D-Trust GmbH, CN=D-TRUST Root Class 3 CA 2 EV 2009|96C91B0B95B4109842FAD0D82279FE60FAB91683|2009-11-05|2029-11-05|0983F4|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root G2|C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root G2|DF3C24F9BFD666761B268073FE06D1CC8D4F82A4|2013-08-01|2038-01-15|033AF1E6A711A9A0BB2864B11D09FAE5|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=ES, CN=Autoridad de Certificacion Firmaprofesional CIF A62634068|C=ES, CN=Autoridad de Certificacion Firmaprofesional CIF A62634068|0BBEC2272249CB39AADB355C53E38CAE78FFB6FE|2014-09-23|2036-05-05|1B70E9D2FFAE6C71|/etc/ssl/certs|Certificate Sign, CRL Sign
C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO ECC Certification Authority|C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO ECC Certification Authority|9F744E9F2B4DBAEC0F312C50B6563B8E2D93C311|2008-03-06|2038-01-18|1F47AFAA62007050544C019E9B63992A|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root CA|C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root CA|A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436|2006-11-10|2031-11-10|083BE056904246B1A1756AC95991C74A|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=DE, O=T-Systems Enterprise Services GmbH, OU=T-Systems Trust Center, CN=T-TeleSec GlobalRoot Class 2|C=DE, O=T-Systems Enterprise Services GmbH, OU=T-Systems Trust Center, CN=T-TeleSec GlobalRoot Class 2|590D2D7D884F402E617EA562321765CF17D894E9|2008-10-01|2033-10-01|01|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com EV Root Certification Authority ECC|C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com EV Root Certification Authority ECC|4CDD51A3D1F5203214B0C6C532230391C746426D|2016-02-12|2041-02-12|2C299C5B16ED0595|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=BM, O=QuoVadis Limited, CN=QuoVadis Root CA 2|C=BM, O=QuoVadis Limited, CN=QuoVadis Root CA 2|CA3AFBCF1240364B44B216208880483919937CF7|2006-11-24|2031-11-24|0509|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, O=Microsoft Corporation, CN=Microsoft RSA Root Certificate Authority 2017|C=US, O=Microsoft Corporation, CN=Microsoft RSA Root Certificate Authority 2017|73A5E64A3BFF8316FF0EDCCC618A906E4EAE4D74|2019-12-18|2042-07-18|1ED397095FD8B4B347701EAABE7F45B3|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com Root Certification Authority RSA|C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com Root Certification Authority RSA|B7AB3308D1EA4477BA1480125A6FBDA936490CBB|2016-02-12|2041-02-12|7B2C9BD316803299|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO RSA Certification Authority|C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO RSA Certification Authority|AFE5D244A8D1194230FF479FE2F897BBCD7A8CB4|2010-01-19|2038-01-18|4CAAF9CADB636FE01FF74ED85B03869D|/etc/ssl/certs|Certificate Sign, CRL Sign
C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO Certification Authority|C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO Certification Authority|6631BF9EF74F9EB6C9D5A60CBA6ABED1F7BDEF7B|2006-12-01|2029-12-31|4E812D8A8265E00B02EE3E350246E53D|/etc/ssl/certs|Certificate Sign, CRL Sign
C=JP, O=Cybertrust Japan Co., Ltd., CN=SecureSign Root CA15|C=JP, O=Cybertrust Japan Co., Ltd., CN=SecureSign Root CA15|CBBA83C8C15A5DF1F9736FCAD7EF2813064A077D|2020-04-08|2045-04-08|1615C7C3D849A7BE690C8A88EDF070F9DDB73E87|/etc/ssl/certs|Certificate Sign, CRL Sign
C=SK, L=Bratislava, O=Disig a.s., CN=CA Disig Root R2|C=SK, L=Bratislava, O=Disig a.s., CN=CA Disig Root R2|B561EBEAA4DEE4254B691A98A55747C234C7D971|2012-07-19|2042-07-19|92B888DBB08AC163|/etc/ssl/certs|Certificate Sign, CRL Sign
C=CH, O=WISeKey, OU=OISTE Foundation Endorsed, CN=OISTE WISeKey Global Root GB CA|C=CH, O=WISeKey, OU=OISTE Foundation Endorsed, CN=OISTE WISeKey Global Root GB CA|0FF9407618D3D76A4B98F0A8359E0CFD27ACCCED|2014-12-01|2039-12-01|76B1205274F0858746B3F8231AF6C2C0|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=CN, O=China Financial Certification Authority, CN=CFCA EV ROOT|C=CN, O=China Financial Certification Authority, CN=CFCA EV ROOT|E2B8294B5584AB6B58C290466CAC3FB8398F8483|2012-08-08|2029-12-31|184ACCD6|/etc/ssl/certs|Certificate Sign, CRL Sign
C=HK, ST=Hong Kong, L=Hong Kong, O=Hongkong Post, CN=Hongkong Post Root CA 3|C=HK, ST=Hong Kong, L=Hong Kong, O=Hongkong Post, CN=Hongkong Post Root CA 3|58A2D0EC2052815BC1F3F86402244EC28E024B02|2017-06-03|2042-06-03|08165F8A4CA5EC00C99340DFC4C6AE23B81C5AA4|/etc/ssl/certs|Certificate Sign, CRL Sign
OU=GlobalSign ECC Root CA - R5, O=GlobalSign, CN=GlobalSign|OU=GlobalSign ECC Root CA - R5, O=GlobalSign, CN=GlobalSign|1F24C630CDA418EF2069FFAD4FDD5F463A1B69AA|2012-11-13|2038-01-19|605949E0262EBB55F90A778A71F94AD86C|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, ST=Arizona, L=Scottsdale, O=GoDaddy.com, Inc., CN=Go Daddy Root Certificate Authority - G2|C=US, ST=Arizona, L=Scottsdale, O=GoDaddy.com, Inc., CN=Go Daddy Root Certificate Authority - G2|47BEABC922EAE80E78783462A79F45C254FDE68B|2009-09-01|2037-12-31|00|/etc/ssl/certs|Certificate Sign, CRL Sign
C=JP, O=Cybertrust Japan Co., Ltd., CN=SecureSign Root CA14|C=JP, O=Cybertrust Japan Co., Ltd., CN=SecureSign Root CA14|DD50C0F779B3642E74A2B89D9FD340DDBBF0F24F|2020-04-08|2045-04-08|64DB5A0C204EE8D72977C85027A25A27DD2DF2CB|/etc/ssl/certs|Certificate Sign, CRL Sign
OU=GlobalSign Root CA - R3, O=GlobalSign, CN=GlobalSign|OU=GlobalSign Root CA - R3, O=GlobalSign, CN=GlobalSign|D69B561148F01C77C54578C10926DF5B856976AD|2009-03-18|2029-03-18|04000000000121585308A2|/etc/ssl/certs|Certificate Sign, CRL Sign
C=FR, O=Dhimyotis, OU=0002 48146308100036, CN=Certigna Root CA|C=FR, O=Dhimyotis, OU=0002 48146308100036, CN=Certigna Root CA|2D0D5214FF9EAD9924017420476E6C852727F543|2013-10-01|2033-10-01|CAE91B89F155030DA3E6416DC4E3A6E1|/etc/ssl/certs|Certificate Sign, CRL Sign
C=TW, O=TAIWAN-CA, OU=Root CA, CN=TWCA CYBER Root CA|C=TW, O=TAIWAN-CA, OU=Root CA, CN=TWCA CYBER Root CA|F6B11C1A8338E97BDBB3A8C83324E02D9C7F2666|2022-11-22|2047-11-22|4001348CC200000000000000013CF2C6|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, O=DigiCert, Inc., CN=DigiCert TLS ECC P384 Root G5|C=US, O=DigiCert, Inc., CN=DigiCert TLS ECC P384 Root G5|17F3DE5E9F0F19E98EF61F32266E20C407AE30EE|2021-01-15|2046-01-14|09E09365ACF7D9C8B93E1C0B042A2EF3|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=US, O=Entrust, Inc., OU=www.entrust.net/CPS is incorporated by reference, OU=(c) 2006 Entrust, Inc., CN=Entrust Root Certification Authority|C=US, O=Entrust, Inc., OU=www.entrust.net/CPS is incorporated by reference, OU=(c) 2006 Entrust, Inc., CN=Entrust Root Certification Authority|B31EB1B740E36C8402DADC37D44DF5D4674952F9|2006-11-27|2026-11-27|456B5054|/etc/ssl/certs|Certificate Sign, CRL Sign
CN=Atos TrustedRoot 2011, O=Atos, C=DE|CN=Atos TrustedRoot 2011, O=Atos, C=DE|2BB1F53E550C1DC5F1D4E6B76A464B550602AC21|2011-07-07|2030-12-31|5C33CB622C5FB332|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=US, O=AffirmTrust, CN=AffirmTrust Commercial|C=US, O=AffirmTrust, CN=AffirmTrust Commercial|F9B5B632455F9CBEEC575F80DCE96E2CC7B278B7|2010-01-29|2030-12-31|7777062726A9B17C|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, ST=Arizona, L=Scottsdale, O=Starfield Technologies, Inc., CN=Starfield Root Certificate Authority - G2|C=US, ST=Arizona, L=Scottsdale, O=Starfield Technologies, Inc., CN=Starfield Root Certificate Authority - G2|B51C067CEE2B0C3DF855AB2D92F4FE39D4E70F0E|2009-09-01|2037-12-31|00|/etc/ssl/certs|Certificate Sign, CRL Sign
C=IE, O=Baltimore, OU=CyberTrust, CN=Baltimore CyberTrust Root|C=IE, O=Baltimore, OU=CyberTrust, CN=Baltimore CyberTrust Root|D4DE20D05E66FC53FE1A50882C78DB2852CAE474|2000-05-12|2025-05-12|020000B9|/etc/ssl/certs|Certificate Sign, CRL Sign
C=PL, O=Asseco Data Systems S.A., OU=Certum Certification Authority, CN=Certum Trusted Root CA|C=PL, O=Asseco Data Systems S.A., OU=Certum Certification Authority, CN=Certum Trusted Root CA|C88344C018AE9FCCF187B78F22D1C5D74584BAE5|2018-03-16|2043-03-16|1EBF5950B8C980374C06F7EB554FB5ED|/etc/ssl/certs|Certificate Sign, CRL Sign
C=JP, O=SECOM Trust Systems CO.,LTD., CN=Security Communication ECC RootCA1|C=JP, O=SECOM Trust Systems CO.,LTD., CN=Security Communication ECC RootCA1|B80E26A9BFD2B23BC0EF46C9BAC7BBF61D0D4141|2016-06-16|2038-01-18|D65D9BB378812EEB|/etc/ssl/certs|Certificate Sign, CRL Sign
C=DE, O=Deutsche Telekom Security GmbH, CN=Telekom Security TLS RSA Root 2023|C=DE, O=Deutsche Telekom Security GmbH, CN=Telekom Security TLS RSA Root 2023|54D3ACB3BD5756F6859DCEE5C321E2D4AD83D093|2023-03-28|2048-03-27|219C542DE8F6EC7177FA4EE8C3705797|/etc/ssl/certs|Certificate Sign, CRL Sign
C=AT, O=e-commerce monitoring GmbH, CN=GLOBALTRUST 2020|C=AT, O=e-commerce monitoring GmbH, CN=GLOBALTRUST 2020|D067C11351010CAAD0C76A65373116264F5371A2|2020-02-10|2040-06-10|5A4BBD5AFB4F8A5BFA65E5|/etc/ssl/certs|Certificate Sign, CRL Sign
C=BE, O=GlobalSign nv-sa, CN=GlobalSign Root E46|C=BE, O=GlobalSign nv-sa, CN=GlobalSign Root E46|39B46CD5FE8006EBE22F4ABB0833A0AFDBB9DD84|2019-03-20|2046-03-20|11D2BBBA336ED4BCE62468C50D841D98E843|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=US, O=SecureTrust Corporation, CN=SecureTrust CA|C=US, O=SecureTrust Corporation, CN=SecureTrust CA|8782C6C304353BCFD29692D2593E7D44D934FF11|2006-11-07|2029-12-31|0CF08E5C0816A5AD427FF0EB271859D0|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com Root Certification Authority ECC|C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com Root Certification Authority ECC|C3197C3924E654AF1BC4AB20957AE2C30E13026A|2016-02-12|2041-02-12|75E6DFCBC1685BA8|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=US, O=SecureTrust Corporation, CN=Secure Global CA|C=US, O=SecureTrust Corporation, CN=Secure Global CA|3A44735AE581901F248661461E3B9CC45FF53A1B|2006-11-07|2029-12-31|075622A4E8D48A894DF413C8F0F8EAA5|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=TN, O=Agence Nationale de Certification Electronique, CN=TunTrust Root CA|C=TN, O=Agence Nationale de Certification Electronique, CN=TunTrust Root CA|CFE970840FE0730F9DF60C7F2C4BEE2046349CBB|2019-04-26|2044-04-26|1302D5E2404C92468616675DB4BBBBB26B3EFC13|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, O=Entrust, Inc., OU=See www.entrust.net/legal-terms, OU=(c) 2012 Entrust, Inc. - for authorized use only, CN=Entrust Root Certification Authority - EC1|C=US, O=Entrust, Inc., OU=See www.entrust.net/legal-terms, OU=(c) 2012 Entrust, Inc. - for authorized use only, CN=Entrust Root Certification Authority - EC1|20D80640DF9B25F512253A11EAF7598AEB14B547|2012-12-18|2037-12-18|A68B79290000000050D091F9|/etc/ssl/certs|Certificate Sign, CRL Sign
C=BM, O=QuoVadis Limited, CN=QuoVadis Root CA 3|C=BM, O=QuoVadis Limited, CN=QuoVadis Root CA 3|1F4914F7D874951DDDAE02C0BEFD3A2D82755185|2006-11-24|2031-11-24|05C6|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, ST=Illinois, L=Chicago, O=Trustwave Holdings, Inc., CN=Trustwave Global ECC P256 Certification Authority|C=US, ST=Illinois, L=Chicago, O=Trustwave Holdings, Inc., CN=Trustwave Global ECC P256 Certification Authority|B49082DD450CBE8B5BB166D3E2A40826CDED42CF|2017-08-23|2042-08-23|0D6A5F083F285C3E5195DF5D|/etc/ssl/certs|Certificate Sign, CRL Sign
C=CN, O=TrustAsia Technologies, Inc., CN=TrustAsia Global Root CA G4|C=CN, O=TrustAsia Technologies, Inc., CN=TrustAsia Global Root CA G4|5773A5615D80B2E6AC3882FC680731AC9FB5925A|2021-05-20|2046-05-19|4F2364B88E97639EC65381C1764ECB2A7415D6D7|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Assured ID Root G2|C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Assured ID Root G2|A14B48D943EE0A0E40904F3CE0A4C09193515D3F|2013-08-01|2038-01-15|0B931C3AD63967EA6723BFC3AF9AF44B|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
C=US, ST=New Jersey, L=Jersey City, O=The USERTRUST Network, CN=USERTrust RSA Certification Authority|C=US, ST=New Jersey, L=Jersey City, O=The USERTRUST Network, CN=USERTrust RSA Certification Authority|2B8F1B57330DBBA2D07A6C51F70EE90DDAB9AD8E|2010-02-01|2038-01-18|01FD6D30FCA3CA51A81BBC640E35032D|/etc/ssl/certs|Certificate Sign, CRL Sign
C=RO, O=certSIGN, OU=certSIGN ROOT CA|C=RO, O=certSIGN, OU=certSIGN ROOT CA|FAB7EE36972662FB2DB02AF6BF03FDE87C4B2F9B|2006-07-04|2031-07-04|200605167002|/etc/ssl/certs|Digital Signature, Non Repudiation, Certificate Sign, CRL Sign
C=US, O=DigiCert, Inc., CN=DigiCert TLS RSA4096 Root G5|C=US, O=DigiCert, Inc., CN=DigiCert TLS RSA4096 Root G5|A78849DC5D7C758C8CDE399856B3AAD0B2A57135|2021-01-15|2046-01-14|08F9B478A8FA7EDA6A333789DE7CCF8A|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
O=Entrust.net, OU=www.entrust.net/CPS_2048 incorp. by ref. (limits liab.), OU=(c) 1999 Entrust.net Limited, CN=Entrust.net Certification Authority (2048)|O=Entrust.net, OU=www.entrust.net/CPS_2048 incorp. by ref. (limits liab.), OU=(c) 1999 Entrust.net Limited, CN=Entrust.net Certification Authority (2048)|503006091D97D4F5AE39F7CBE7927D7D652D3431|1999-12-24|2029-07-24|3863DEF8|/etc/ssl/certs|Certificate Sign, CRL Sign
C=DE, O=D-Trust GmbH, CN=D-TRUST EV Root CA 1 2020|C=DE, O=D-Trust GmbH, CN=D-TRUST EV Root CA 1 2020|61DB8C2159690390D87C9C128654CF9D3DF4DD07|2020-02-11|2035-02-11|5F0241D77A877C4C03A3AC968DFBFFD0|/etc/ssl/certs|Certificate Sign, CRL Sign
C=CN, O=UniTrust, CN=UCA Global G2 Root|C=CN, O=UniTrust, CN=UCA Global G2 Root|28F97816197AFF182518AA44FEC1A0CE5CB64C8A|2016-03-11|2040-12-31|5DDFB1DA5AA3ED5DBE5A6520650390EF|/etc/ssl/certs|Certificate Sign, CRL Sign
C=US, O=Certainly, CN=Certainly Root R1|C=US, O=Certainly, CN=Certainly Root R1|A050EE0F2871F427B2126D6F509625BACC8642AF|2021-04-01|2046-04-01|8E0FF94B907168653354F4D44439B7E0|/etc/ssl/certs|Certificate Sign, CRL Sign
C=CN, O=GUANG DONG CERTIFICATE AUTHORITY CO.,LTD., CN=GDCA TrustAUTH R5 ROOT|C=CN, O=GUANG DONG CERTIFICATE AUTHORITY CO.,LTD., CN=GDCA TrustAUTH R5 ROOT|0F36385B811A25C39B314E83CAE9346670CC74B4|2014-11-26|2040-12-31|7D0997FEF047EA7A|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
[result_status] UNDECLARED / UNKNOWN / 

== action=details thumbprint=77D30367B5E00C15F60C3861DF7CE13B92464D47
subject|issuer|thumbprint|not_before|not_after|serial|store|key_usage
C=US, O=Google Trust Services LLC, CN=GTS Root R4|C=US, O=Google Trust Services LLC, CN=GTS Root R4|77D30367B5E00C15F60C3861DF7CE13B92464D47|2016-06-22|2036-06-22|0203E5C068EF631A9C72905052|/etc/ssl/certs|Digital Signature, Certificate Sign, CRL Sign
[result_status] UNDECLARED / UNKNOWN / 

== action=delete
error|thumbprint parameter required
[result_status] UNDECLARED / UNKNOWN / 
[rc] 1

